order_id,customer_id,order_date,dispatch_date,product_id,batch_id,quantity_sold,sales_value,delivery_region
O-01308,C-021,2025-10-25,2025-10-26,P-034,B-0201,36,95.42,Auckland
O-00650,C-019,2025-10-26,2025-10-28,P-031,B-0219,24,76.56,Canterbury
O-00256,C-062,2025-10-27,2025-10-27,P-038,B-0152,72,229.82,Wellington
O-00940,C-049,2025-10-27,,P-025,,24,228.24,Canterbury
O-01657,C-044,2025-10-27,2025-10-28,P-038,B-0242,36,114.91,Otago
O-00771,C-067,2025-10-28,2025-10-31,P-025,B-0128,48,456.48,Otago
O-00727,C-050,2025-10-29,2025-11-01,P-006,B-0003,12,66.6,Canterbury
O-01020,C-070,2025-10-29,2025-10-29,P-016,B-0131,36,219.6,Otago
O-01442,C-047,2025-10-29,2025-11-01,P-017,B-0223,48,236.64,Canterbury
O-01483,C-060,2025-10-29,2025-10-31,P-046,B-0122,24,315.36,Auckland
O-00392,C-059,2025-10-30,2025-10-30,P-030,B-0058,12,26.76,Wellington
O-01404,C-066,2025-10-30,2025-10-30,P-045,B-0123,36,174.24,Auckland
O-00097,C-032,2025-10-31,2025-11-01,P-031,B-0245,24,76.56,Auckland
O-00291,C-019,2025-10-31,2025-11-01,P-003,B-0207,24,143.76,Canterbury
O-00472,C-013,2025-10-31,2025-11-01,P-021,,48,446.88,Canterbury
O-01383,C-063,2025-10-31,2025-10-31,P-038,,24,76.61,Bay of Plenty
O-01504,C-021,2025-10-31,2025-11-01,P-001,B-0025,24,144.72,Auckland
O-00966,C-048,2025-11-01,2025-11-03,P-001,B-0187,48,274.97,Auckland
O-00411,C-063,2025-11-02,2025-11-02,P-046,B-0122,12,157.68,Bay of Plenty
O-00463,C-028,2025-11-02,2025-11-03,P-047,,24,292.75,Otago
O-00979,C-042,2025-11-02,2025-11-02,P-036,B-0255,6,32.28,Wellington
O-01255,C-033,2025-11-02,2025-11-05,P-012,,36,140.04,Canterbury
O-00647,C-061,2025-11-03,2025-11-05,P-021,B-0229,36,352.8,Auckland
O-01721,C-023,2025-11-03,2025-11-04,P-010,B-0091,12,19.49,Auckland
O-01067,C-045,2025-11-04,2025-11-07,P-026,B-0136,48,103.2,Canterbury
O-01349,C-012,2025-11-04,2025-11-05,P-008,B-0169,6,14.4,Otago
O-01666,C-003,2025-04-11,2025-04-12,P-006,B-0213,24,126.54,Wellington
O-00133,C-027,2025-11-05,2025-11-05,P-040,B-0089,48,285.6,Otago
O-00344,C-019,2025-11-05,2025-11-07,P-007,B-0052,12,68.88,Auckland
O-00013,C-029,2025-11-06,2025-11-08,P-023,B-0015,12,63.6,Bay of Plenty
O-00335,C-056,2025-11-06,2025-11-06,P-045,B-0074,6,29.04,Canterbury
O-00506,C-003,2025-11-06,2025-11-09,P-049,,12,91.56,Wellington
O-00739,C-029,2025-11-06,2025-11-06,P-032,B-0183,24,99.12,Bay of Plenty
O-00115,C-004,2025-11-07,,P-022,B-0195,24,318.48,Otago
O-00462,C-036,2025-11-07,2025-11-10,P-013,B-0205,36,117.72,Waikato
O-00653,C-059,2025-11-07,2025-11-08,P-039,B-0244,36,259.56,Wellington
O-00829,C-003,2025-11-07,2025-11-07,P-043,,24,144.24,Wellington
O-00843,C-036,2025-11-07,2025-11-07,P-028,B-0061,12,71.4,Otago
O-01264,C-065,2025-11-07,2025-11-08,P-038,B-0152,36,120.96,Auckland
O-00050,C-069,2025-11-08,2025-11-09,P-011,B-0298,12,61.2,Bay of Plenty
O-01080,C-057,2025-11-08,2025-11-08,P-032,B-0183,24,99.12,Auckland
O-01360,C-037,2025-11-08,2025-11-10,P-039,,12,82.19,Waikato
O-01534,C-033,2025-11-08,2025-11-11,P-041,B-0148,36,257.04,Waikato
O-01528,C-001,2025-11-09,2025-11-11,P-045,B-0289,24,110.35,Auckland
O-00087,C-028,2025-11-10,2025-11-12,P-035,B-0164,6,23.64,Bay of Plenty
O-00443,C-015,2025-11-10,2025-11-13,P-015,B-0023,24,161.76,Auckland
O-00636,C-061,2025-11-10,2025-11-10,P-012,,24,93.36,Auckland
O-00876,C-048,2025-11-10,2025-11-11,P-011,B-0298,6,29.07,Auckland
O-01494,C-034,2025-11-10,,P-007,B-0127,36,206.64,Canterbury
O-01665,C-067,2025-11-10,2025-11-11,P-016,B-0145,72,439.2,Otago
O-01780,C-022,2025-11-10,2025-11-11,P-042,B-0111,12,39.24,Canterbury
O-00059,C-049,2025-11-12,2025-11-15,P-012,B-0299,6,23.34,Canterbury
O-00288,C-017,2025-11-12,2025-11-12,P-045,B-0135,36,174.24,Auckland
O-00354,C-056,2025-12-11,2025-12-13,P-049,B-0031,12,91.56,Canterbury
O-01649,C-026,2025-12-11,,P-002,B-0069,24,83.22,Waikato
O-00185,C-019,2025-11-13,2025-11-16,P-008,,12,27.36,Canterbury
O-00318,C-005,2025-11-13,2025-11-14,P-031,B-0045,12,38.28,Wellington
O-01150,C-067,2025-11-13,2025-11-15,P-043,B-0113,12,72.12,Otago
O-01560,C-017,2025-11-13,2025-11-13,P-032,,6,24.78,Auckland
O-00452,C-049,2025-11-14,2025-11-17,P-031,B-0248,6,19.14,Wellington
O-00538,C-034,2025-11-14,2025-11-14,P-035,B-0227,12,47.28,Auckland
O-00738,C-035,2025-11-14,2025-11-14,P-007,,72,392.62,Canterbury
O-00808,C-008,2025-11-14,2025-11-15,P-019,B-0107,12,70.56,Wellington
O-01195,C-032,2025-11-14,2025-11-17,P-025,,24,228.24,Auckland
O-01428,C-039,2025-11-14,2025-11-17,P-014,B-0204,72,435.6,Wellington
O-00045,C-069,2025-11-15,2025-11-18,P-046,B-0122,36,473.04,Bay of Plenty
O-00752,C-022,2025-11-15,2025-11-17,P-017,B-0253,24,118.32,Canterbury
O-01087,C-017,2025-11-15,2025-11-15,P-043,B-0113,24,144.24,Auckland
O-01532,C-067,2025-11-15,2025-11-17,P-047,B-0162,12,154.08,Otago
O-01603,C-043,2025-11-15,2025-11-15,P-008,B-0206,48,115.2,Otago
O-00189,C-025,2025-11-17,2025-11-18,P-049,B-0031,24,183.12,Canterbury
O-00308,C-018,2025-11-17,2025-11-20,P-050,B-0200,12,46.74,Auckland
O-00348,C-045,2025-11-17,2025-11-20,P-006,B-0168,48,266.4,Canterbury
O-00122,C-055,2025-11-18,2025-11-18,P-034,B-0008,36,100.44,Wellington
O-01086,C-017,2025-11-19,2025-11-22,P-003,B-0293,6,34.14,Auckland
O-01645,C-022,2025-11-19,2025-11-21,P-018,B-0021,12,53.16,Canterbury
O-01296,C-048,2025-11-20,2025-11-20,P-005,B-0001,36,178.92,Canterbury
O-01490,C-046,2025-11-20,2025-11-20,P-013,,6,19.62,Otago
O-01611,C-045,2025-11-20,2025-11-20,P-044,B-0186,36,178.2,Canterbury
O-01258,C-007,2025-11-21,2025-11-24,P-042,B-0276,6,19.62,Waikato
O-01378,C-052,2025-11-21,2025-11-24,P-026,B-0100,6,12.9,Bay of Plenty
O-01498,C-007,2025-11-21,2025-11-23,P-037,B-0261,12,84.25,Waikato
O-01765,C-065,2025-11-21,2025-11-22,P-015,,48,307.34,Bay of Plenty
O-00183,C-043,2025-11-22,2025-11-25,P-022,B-0022,24,318.48,Otago
O-00250,C-051,2025-11-22,2025-11-23,P-047,B-0119,6,73.19,Otago
O-01153,C-018,2025-11-22,2025-11-23,P-005,B-0265,48,226.63,Auckland
O-00531,C-014,2025-11-23,2025-11-24,P-031,,36,114.84,Canterbury
O-01210,C-029,2025-11-23,2025-11-26,P-027,B-0032,72,230.4,Bay of Plenty
O-01493,C-004,2025-11-23,2025-11-23,P-005,B-0233,36,178.92,Otago
O-01587,C-033,2025-11-23,2025-11-24,P-042,B-0193,72,235.44,Canterbury
O-01591,C-001,2025-11-23,2025-11-25,P-045,B-0074,6,29.04,Auckland
O-01648,C-018,2025-11-23,2025-11-25,P-041,B-0148,6,40.7,Auckland
O-00143,C-026,2025-11-24,2025-11-24,P-050,B-0114,6,23.37,Waikato
O-00242,C-012,2025-11-24,2025-11-27,P-051,B-0082,12,57.0,Otago
O-00387,C-020,2025-11-24,2025-11-26,P-041,B-0266,48,342.72,Auckland
O-01242,C-010,2025-11-24,2025-11-26,P-019,B-0237,48,282.24,Canterbury
O-00384,C-018,2025-11-25,2025-11-26,P-049,,36,260.95,Auckland
O-00410,C-057,2025-11-25,2025-11-27,P-015,B-0139,72,461.02,Bay of Plenty
O-00721,C-018,2025-11-25,2025-11-28,P-049,B-0031,12,91.56,Auckland
O-00378,C-021,2025-11-26,2025-11-29,P-019,,24,141.12,Auckland
O-00874,C-037,2025-11-26,2025-11-28,P-007,B-0147,72,392.62,Waikato
O-00161,C-017,2025-11-27,2025-11-30,P-042,B-0111,24,78.48,Auckland
O-00505,C-048,2025-11-27,2025-11-29,P-034,B-0279,72,200.88,Auckland
O-00997,C-028,2025-11-27,2025-11-27,P-019,,12,67.03,Otago
O-01379,C-065,2025-11-27,2025-11-28,P-040,B-0033,48,285.6,Auckland
O-00273,C-028,2025-11-28,2025-11-28,P-026,,24,49.02,Otago
O-01052,C-030,2025-11-28,2025-11-28,P-021,,48,446.88,Bay of Plenty
O-01632,C-054,2025-11-28,2025-12-01,P-007,B-0147,12,68.88,Wellington
O-00482,C-046,2025-11-29,2025-11-30,P-012,B-0141,24,88.69,Otago
O-00899,C-050,2025-11-30,,P-024,B-0274,12,64.08,Canterbury
O-01159,C-061,2025-11-30,2025-12-01,P-037,,48,354.72,Auckland
O-00533,C-058,2025-12-01,2025-12-04,P-021,B-0277,36,352.8,Canterbury
O-00806,C-049,2025-12-01,2025-12-04,P-031,B-0239,72,229.68,Canterbury
O-00219,C-016,2025-12-02,2025-12-03,P-040,B-0095,48,285.6,Canterbury
O-00529,C-065,2025-12-02,2025-12-05,P-036,,6,32.28,Auckland
O-00828,C-028,2025-12-02,2025-12-03,P-048,B-0174,36,239.06,Otago
O-01267,C-059,2025-12-02,2025-12-04,P-031,B-0045,24,76.56,Wellington
O-01736,C-063,2025-12-02,2025-12-02,P-047,B-0096,24,292.75,Bay of Plenty
O-00152,C-062,2025-12-03,2025-12-06,P-027,B-0032,24,76.8,Wellington
O-00296,C-003,2025-12-03,2025-12-04,P-019,B-0237,12,70.56,Wellington
O-00477,C-017,2025-12-03,2025-12-03,P-013,B-0085,24,78.48,Auckland
O-00826,C-065,2025-12-03,2025-12-04,P-050,B-0027,12,49.2,Auckland
O-01335,C-001,2025-12-03,2025-12-04,P-019,B-0166,72,423.36,Auckland
O-01538,C-062,2025-12-03,2025-12-06,P-014,,24,145.2,Wellington
O-00231,C-051,2025-04-12,2025-04-13,P-025,B-0247,24,228.24,Otago
O-01304,C-066,2025-04-12,2025-04-13,P-012,,24,93.36,Auckland
O-00144,C-032,2025-12-05,2025-12-07,P-033,,72,604.8,Auckland
O-00198,C-011,2025-12-06,2025-12-07,P-051,B-0108,24,114.0,Otago
O-01097,C-010,2025-12-06,2025-12-07,P-023,B-0283,72,381.6,Canterbury
O-00554,C-068,2025-07-12,2025-07-13,P-049,B-0129,6,45.78,Waikato
O-00733,C-009,2025-12-07,2025-12-07,P-031,,24,76.56,Auckland
O-01079,C-032,2025-12-07,2025-12-08,P-003,B-0157,36,215.64,Auckland
O-01523,C-051,2025-12-07,2025-12-10,P-024,B-0278,36,192.24,Otago
O-00993,C-030,2025-12-08,2025-12-10,P-024,B-0153,48,256.32,Bay of Plenty
O-00173,C-058,2025-12-09,2025-12-09,P-035,,24,94.56,Canterbury
O-00051,C-005,2025-12-10,2025-12-12,P-036,B-0255,12,64.56,Wellington
O-00578,C-030,2025-12-10,2025-12-12,P-035,B-0227,6,23.64,Bay of Plenty
O-00873,C-042,2025-12-10,2025-12-10,P-008,B-0206,12,28.8,Wellington
O-01200,C-048,2025-10-12,2025-10-14,P-036,B-0260,36,193.68,Auckland
O-01395,C-030,2025-12-11,,P-033,B-0010,72,604.8,Bay of Plenty
O-01419,C-006,2025-12-11,2025-12-14,P-041,,48,342.72,Wellington
O-00526,C-007,2025-12-12,2025-12-12,P-051,B-0082,12,57.0,Waikato
O-00964,C-038,2025-12-12,2025-12-13,P-036,B-0260,48,258.24,Wellington
O-01269,C-061,2025-12-12,2025-12-13,P-018,B-0133,48,202.01,Auckland
O-01367,C-007,2025-12-12,2025-12-15,P-030,B-0042,6,12.71,Waikato
O-01475,C-027,2025-12-12,2025-12-13,P-004,B-0066,6,12.18,Otago
O-01752,C-051,2025-12-12,2025-12-15,P-020,B-0124,24,151.2,Otago
O-00052,C-059,2025-12-13,2025-12-14,P-010,B-0263,6,9.75,Wellington
O-01695,C-041,2025-12-13,2025-12-16,P-020,B-0068,24,151.2,Auckland
O-00044,C-029,2025-12-14,2025-12-16,P-049,B-0225,24,173.96,Bay of Plenty
O-00699,C-047,2025-12-14,2025-12-15,P-013,B-0291,72,235.44,Canterbury
O-00863,C-003,2025-12-14,2025-12-17,P-021,B-0277,72,705.6,Wellington
O-00931,C-033,2025-12-14,2025-12-14,P-003,B-0293,24,143.76,Canterbury
O-01515,C-012,2025-12-14,2025-12-17,P-036,B-0255,36,193.68,Otago
O-00222,C-067,2025-12-15,2025-12-16,P-025,B-0120,24,228.24,Otago
O-00794,C-011,2025-12-16,2025-12-17,P-002,,72,249.66,Otago
O-01482,C-022,2025-12-16,2025-12-17,P-022,B-0259,72,955.44,Canterbury
O-00015,C-055,2025-12-17,2025-12-19,P-018,B-0057,12,53.16,Wellington
O-01166,C-060,2025-12-17,2025-12-18,P-045,B-0137,24,110.35,Auckland
O-01440,C-032,2025-12-17,2025-12-17,P-051,,12,57.0,Auckland
O-01664,C-031,2025-12-17,2025-12-20,P-004,B-0280,24,48.72,Otago
O-01139,C-042,2025-12-18,2025-12-19,P-021,B-0229,12,111.72,Wellington
O-01209,C-056,2025-12-18,2025-12-19,P-028,B-0061,72,428.4,Canterbury
O-00716,C-002,2025-12-19,2025-12-20,P-016,B-0145,72,439.2,Canterbury
O-01040,C-048,2025-12-19,2025-12-19,P-002,B-0018,6,21.9,Auckland
O-00594,C-001,2025-12-20,2025-12-23,P-001,B-0268,24,144.72,Auckland
O-00730,C-043,2025-12-20,2025-12-21,P-048,B-0218,48,318.74,Otago
O-01313,C-068,2025-12-20,2025-12-20,P-020,,48,302.4,Waikato
O-01724,C-045,2025-12-20,,P-007,B-0052,24,137.76,Canterbury
O-00037,C-032,2025-12-21,2025-12-24,P-016,B-0145,36,219.6,Auckland
O-00073,C-011,2025-12-21,2025-12-24,P-003,B-0150,6,35.94,Otago
O-00558,C-017,2025-12-21,2025-12-24,P-018,B-0099,24,106.32,Auckland
O-00850,C-018,2025-12-21,2025-12-24,P-005,B-0001,24,113.32,Auckland
O-01146,C-028,2025-12-21,2025-12-22,P-043,,24,137.03,Otago
O-01288,C-061,2025-12-21,2025-12-23,P-005,,6,28.33,Auckland
O-01436,C-010,2025-12-21,2025-12-22,P-029,B-0084,48,94.56,Canterbury
O-01503,C-014,2025-12-21,2025-12-23,P-026,B-0212,24,51.6,Canterbury
O-00503,C-054,2025-12-22,2025-12-25,P-030,,24,50.84,Wellington
O-01170,C-031,2025-12-22,2025-12-25,P-046,B-0037,12,157.68,Otago
O-01469,C-028,2025-12-22,2025-12-23,P-015,,36,242.64,Otago
O-00788,C-068,2025-12-23,2025-12-26,P-044,B-0262,12,56.43,Waikato
O-01128,C-006,2025-12-23,2025-12-26,P-043,B-0184,24,137.03,Bay of Plenty
O-01769,C-001,2025-12-23,2025-12-23,P-025,B-0294,24,228.24,Auckland
O-01767,C-012,2025-12-24,2025-12-26,P-013,B-0273,36,111.83,Otago
O-00221,C-030,2025-12-25,2025-12-27,P-002,,12,43.8,Bay of Plenty
O-01375,C-062,2025-12-25,2025-12-27,P-044,B-0210,72,356.4,Wellington
O-00100,C-053,2025-12-26,2025-12-29,P-031,B-0192,72,229.68,Wellington
O-01143,C-005,2025-12-27,2025-12-28,P-014,,24,137.94,Waikato
O-01266,C-057,2025-12-27,2025-12-30,P-004,B-0182,24,46.28,Auckland
O-01525,C-069,2025-12-27,2025-12-27,P-025,B-0247,12,114.12,Bay of Plenty
O-01772,C-058,2025-12-27,2025-12-30,P-047,B-0054,24,308.16,Canterbury
O-00303,C-068,2025-12-28,2025-12-29,P-028,B-0061,48,285.6,Waikato
O-00509,C-069,2025-12-28,2025-12-31,P-001,B-0025,48,289.44,Bay of Plenty
O-00675,C-030,2025-12-28,2025-12-31,P-011,B-0298,6,30.6,Bay of Plenty
O-01457,C-012,2025-12-28,2025-12-29,P-026,B-0212,24,51.6,Otago
O-01716,C-061,2025-12-28,2025-12-29,P-037,B-0188,6,44.34,Auckland
O-01564,C-030,2025-12-29,,P-042,B-0102,6,19.62,Bay of Plenty
O-00237,C-055,2025-12-30,2026-01-01,P-039,B-0244,48,346.08,Wellington
O-01599,C-031,2025-12-30,2025-12-30,P-051,B-0082,24,114.0,Otago
O-00499,C-011,2025-12-31,2026-01-02,P-047,B-0054,24,308.16,Otago
O-00579,C-045,2025-12-31,2026-01-03,P-032,B-0183,24,99.12,Canterbury
O-00754,C-058,2025-12-31,2025-12-31,P-049,B-0225,36,260.95,Waikato
O-00987,C-031,2025-12-31,,P-034,B-0008,24,63.61,Otago
O-00239,C-032,2026-02-01,2026-02-04,P-049,B-0246,36,274.68,Bay of Plenty
O-01102,C-004,2026-01-02,,P-033,B-0010,12,100.8,Otago
O-01522,C-029,2026-02-01,2026-02-01,P-051,B-0220,72,342.0,Bay of Plenty
O-01730,C-022,2026-01-02,2026-01-03,P-050,B-0200,48,196.8,Canterbury
O-00936,C-042,2026-01-03,2026-01-05,P-006,,24,133.2,Wellington
O-00165,C-042,2026-01-04,,P-043,,24,137.03,Wellington
O-00428,C-037,2026-01-04,2026-01-06,P-051,B-0220,6,28.5,Waikato
O-00561,C-033,2026-01-04,2026-01-07,P-012,B-0208,72,266.08,Canterbury
O-01636,C-029,2026-01-04,2026-01-07,P-033,B-0236,72,604.8,Bay of Plenty
O-00631,C-053,2026-01-05,2026-01-06,P-028,B-0061,24,142.8,Wellington
O-01347,C-031,2026-01-05,2026-01-08,P-047,B-0054,12,154.08,Otago
O-00346,C-016,2026-01-06,2026-01-08,P-003,B-0203,24,136.57,Auckland
O-00861,C-023,2026-01-06,2026-01-09,P-031,B-0192,12,36.37,Auckland
O-00894,C-018,2026-01-06,2026-01-09,P-029,B-0264,12,23.64,Auckland
O-01025,C-018,2026-01-06,2026-01-08,P-027,B-0032,24,76.8,Auckland
O-01125,C-067,2026-01-06,,P-030,B-0042,24,50.84,Otago
O-01134,C-042,2026-01-07,2026-01-10,P-008,B-0169,72,172.8,Wellington
O-01263,C-043,2026-01-07,2026-01-07,P-024,B-0153,6,30.44,Otago
O-00638,C-033,2026-01-08,2026-01-09,P-028,B-0061,36,214.2,Wellington
O-00489,C-010,2026-01-10,2026-01-13,P-035,B-0039,48,179.66,Canterbury
O-00725,C-059,2026-01-10,2026-01-12,P-040,B-0011,24,142.8,Wellington
O-00070,C-036,2026-01-11,2026-01-13,P-048,B-0174,12,79.69,Otago
O-00083,C-047,2026-01-12,2026-01-12,P-009,,72,159.12,Canterbury
O-01552,C-056,2026-01-13,2026-01-16,P-046,B-0078,24,315.36,Canterbury
O-00163,C-049,2026-01-14,2026-01-15,P-044,,36,169.29,Canterbury
O-00373,C-063,2026-01-14,2026-01-16,P-029,B-0084,48,94.56,Bay of Plenty
O-01576,C-051,2026-01-14,2026-01-14,P-023,,36,181.26,Otago
O-01720,C-027,2026-01-14,2026-01-15,P-004,B-0117,6,12.18,Otago
O-00351,C-038,2026-01-15,2026-01-18,P-027,B-0032,6,19.2,Wellington
O-00986,C-020,2026-01-15,2026-01-18,P-003,B-0044,12,71.88,Auckland
O-00990,C-043,2026-01-15,2026-01-15,P-040,B-0089,24,142.8,Otago
O-01119,C-015,2026-01-15,2026-01-18,P-033,B-0143,36,287.28,Auckland
O-01320,C-006,2026-01-15,2026-01-17,P-020,B-0116,12,75.6,Wellington
O-00167,C-016,2026-01-16,2026-01-19,P-029,B-0084,72,134.75,Canterbury
O-00011,C-013,2026-01-17,2026-01-20,P-003,B-0150,36,215.64,Canterbury
O-00581,C-069,2026-01-17,2026-01-20,P-022,B-0022,12,159.24,Bay of Plenty
O-01045,C-029,2026-01-17,2026-01-18,P-031,B-0248,12,38.28,Wellington
O-01047,C-013,2026-01-17,2026-01-18,P-026,B-0136,36,73.53,Canterbury
O-01271,C-009,2026-01-17,2026-01-18,P-007,,72,413.28,Auckland
O-01584,C-054,2026-01-17,2026-01-18,P-043,B-0184,48,288.48,Wellington
O-00466,C-061,2026-01-18,2026-01-20,P-025,B-0226,72,650.48,Auckland
O-01425,C-016,2026-01-18,2026-01-21,P-014,B-0204,24,145.2,Wellington
O-01687,C-019,2026-01-18,2026-01-20,P-001,B-0187,12,72.36,Canterbury
O-01005,C-006,2026-01-19,2026-01-20,P-027,B-0032,6,18.24,Wellington
O-01259,C-039,2026-01-19,2026-01-20,P-042,B-0132,36,117.72,Wellington
O-00585,C-041,2026-01-20,2026-01-20,P-016,B-0075,48,292.8,Auckland
O-01423,C-035,2026-01-20,,P-050,B-0114,36,147.6,Canterbury
O-00930,C-032,2026-01-21,2026-01-22,P-049,,72,549.36,Auckland
O-00019,C-069,2026-01-22,2026-01-24,P-008,,48,115.2,Bay of Plenty
O-01392,C-042,2026-01-22,2026-01-25,P-021,B-0040,24,235.2,Wellington
O-00375,C-056,2026-01-23,2026-01-24,P-045,B-0135,48,232.32,Canterbury
O-00139,C-054,2026-01-24,2026-01-25,P-049,B-0225,12,86.98,Wellington
O-01076,C-034,2026-01-24,2026-01-26,P-005,B-0233,12,59.64,Waikato
O-01287,C-067,2026-01-25,2026-01-28,P-025,B-0247,24,228.24,Bay of Plenty
O-01583,C-027,2026-01-25,2026-01-27,P-051,B-0108,24,114.0,Otago
O-01618,C-039,2026-01-25,2026-01-27,P-042,,24,78.48,Wellington
O-00571,C-012,2026-01-26,2026-01-27,P-007,B-0249,72,413.28,Otago
O-00762,C-013,2026-01-26,2026-01-26,P-039,B-0244,6,43.26,Bay of Plenty
O-00982,C-006,2026-01-26,2026-01-27,P-006,B-0003,72,399.6,Wellington
O-01201,C-009,2026-01-26,2026-01-27,P-001,B-0163,24,144.72,Auckland
O-00042,C-066,2026-01-27,2026-01-27,P-004,B-0087,6,12.18,Auckland
O-00515,C-006,2026-01-27,2026-01-30,P-047,B-0160,48,585.5,Wellington
O-00523,C-026,2026-01-27,2026-01-27,P-015,B-0139,24,161.76,Auckland
O-00883,C-042,2026-01-27,2026-01-28,P-011,B-0298,72,348.84,Wellington
O-00848,C-002,2026-01-28,2026-01-28,P-010,,24,38.99,Canterbury
O-01364,C-065,2026-01-28,2026-01-28,P-024,B-0153,6,32.04,Auckland
O-01586,C-061,2026-01-28,2026-01-31,P-030,B-0144,6,12.71,Auckland
O-00897,C-025,2026-01-30,2026-02-01,P-038,B-0152,48,161.28,Canterbury
O-01021,C-008,2026-01-30,2026-02-02,P-033,B-0221,36,302.4,Wellington
O-00717,C-031,2026-01-31,2026-02-02,P-009,B-0271,24,53.04,Wellington
O-01524,C-037,2026-01-31,2026-01-31,P-037,B-0209,6,44.34,Waikato
O-00120,C-055,2026-02-01,2026-02-02,P-049,,24,183.12,Wellington
O-00903,C-058,2026-02-01,2026-02-04,P-041,B-0148,72,514.08,Canterbury
O-01460,C-017,2026-01-02,2026-01-03,P-027,B-0032,12,38.4,Auckland
O-01667,C-065,2026-02-01,2026-02-02,P-042,B-0287,72,235.44,Auckland
O-00695,C-006,2026-02-02,2026-02-04,P-050,B-0200,24,98.4,Wellington
O-01543,C-070,2026-02-02,2026-02-03,P-010,B-0053,24,41.04,Otago
O-00333,C-002,2026-02-03,2026-02-05,P-044,B-0210,6,29.7,Canterbury
O-00640,C-062,2026-02-03,2026-02-06,P-023,B-0232,24,127.2,Wellington
O-01151,C-059,2026-02-03,2026-02-06,P-043,B-0051,12,68.51,Wellington
O-00285,C-047,2026-02-04,2026-02-05,P-048,B-0174,48,335.52,Otago
O-00314,C-007,2026-02-04,2026-02-07,P-011,,12,61.2,Waikato
O-00540,C-053,2026-04-02,2026-04-05,P-042,B-0063,72,235.44,Wellington
O-01011,C-028,2026-02-04,2026-02-06,P-028,B-0061,36,203.49,Otago
O-00263,C-025,2026-02-05,2026-02-06,P-042,B-0193,24,78.48,Canterbury
O-00709,C-027,2026-02-05,2026-02-06,P-039,B-0297,48,346.08,Otago
O-01427,C-049,2026-02-05,2026-02-05,P-006,B-0230,36,199.8,Canterbury
O-01737,C-047,2026-02-05,2026-02-07,P-035,B-0227,36,141.84,Canterbury
O-00720,C-039,2026-02-06,2026-02-06,P-025,B-0128,24,228.24,Wellington
O-01655,C-067,2026-02-06,2026-02-08,P-036,B-0034,24,129.12,Otago
O-01778,C-057,2026-02-07,2026-02-10,P-030,,6,13.38,Auckland
O-00058,C-009,2026-02-08,2026-02-08,P-022,B-0259,6,79.62,Auckland
O-00457,C-010,2026-02-08,2026-02-09,P-028,B-0061,72,428.4,Canterbury
O-00701,C-016,2026-02-09,2026-02-12,P-017,B-0215,6,29.58,Canterbury
O-01148,C-033,2026-02-09,2026-02-12,P-009,B-0009,24,53.04,Canterbury
O-01405,C-032,2026-02-09,2026-02-11,P-047,B-0119,12,154.08,Auckland
O-00481,C-048,2026-02-10,2026-02-10,P-021,B-0229,24,235.2,Auckland
O-00813,C-032,2026-02-10,2026-02-12,P-001,B-0163,24,144.72,Auckland
O-01452,C-048,2026-02-10,2026-02-11,P-004,B-0066,48,97.44,Auckland
O-00447,C-003,2026-02-12,2026-02-12,P-002,B-0069,72,262.8,Wellington
O-01480,C-015,2026-02-12,2026-02-12,P-040,B-0101,72,406.98,Auckland
O-01479,C-063,2026-02-13,2026-02-15,P-024,B-0153,72,384.48,Bay of Plenty
O-00209,C-060,2026-02-14,2026-02-16,P-005,B-0140,48,238.56,Auckland
O-00937,C-032,2026-02-14,2026-02-14,P-024,B-0065,24,128.16,Auckland
O-01012,C-013,2026-02-14,2026-02-14,P-045,B-0138,48,232.32,Wellington
O-01653,C-068,2026-02-14,2026-02-17,P-048,B-0115,36,251.64,Waikato
O-00880,C-059,2026-02-15,2026-02-16,P-033,,48,403.2,Wellington
O-01188,C-015,2026-02-15,2026-02-15,P-023,B-0015,12,63.6,Wellington
O-01476,C-070,2026-02-15,2026-02-15,P-014,,6,36.3,Otago
O-01650,C-062,2026-02-15,2026-02-18,P-016,B-0131,24,139.08,Bay of Plenty
O-00080,C-016,2026-02-16,2026-02-19,P-028,B-0061,24,142.8,Canterbury
O-01171,C-014,2026-02-16,2026-02-18,P-008,B-0169,72,172.8,Canterbury
O-00289,C-066,2026-02-17,2026-02-20,P-049,B-0129,24,173.96,Auckland
O-00838,C-061,2026-02-17,2026-02-17,P-041,B-0148,12,81.4,Waikato
O-00241,C-013,2026-02-18,2026-02-20,P-043,,36,216.36,Canterbury
O-00301,C-055,2026-02-18,2026-02-19,P-015,B-0023,0,161.76,Wellington
O-00974,C-038,2026-02-18,2026-02-19,P-032,B-0092,72,297.36,Wellington
O-01063,C-026,2026-02-18,2026-02-20,P-027,B-0032,24,76.8,Waikato
O-01114,C-065,2026-02-18,2026-02-19,P-014,B-0126,12,72.6,Auckland
O-01581,C-023,2026-02-18,2026-02-21,P-017,B-0253,12,59.16,Auckland
O-01691,C-034,2026-02-18,2026-02-19,P-005,B-0134,24,119.28,Auckland
O-00707,C-056,2026-02-19,2026-02-22,P-020,B-0019,12,75.6,Canterbury
O-00963,C-062,2026-02-19,2026-02-19,P-044,B-0109,6,28.21,Wellington
O-00685,C-001,2026-02-20,2026-02-21,P-016,B-0005,72,439.2,Auckland
